user_id,text_id,text,label,gender,age,language,grade_german,self_estimation_german,grade_math,career_path,school_type,field
23,19287,"Auch die Studiengänge Wirtschaftsingenieurwesen (siehe 4.2.27), Wirtschaftsrecht (siehe 4.6.6), Wirtschaftsmathematik (siehe 4.3.8), Wirtschaftsinformatik (siehe 4.6.5), Medienwirtschaft (siehe 4.6.1.1.7) und Verkehrswirtschaft (siehe 4.6.1.1.13) werden häufig den Wirtschaftswissenschaften zugerechnet.",1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,13257,Das erste Ausbildungsjahr wird in den Ländern durchgeführt.,3,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,19279,"Sie überwachen die Herstellung, Montage, Vernetzung, Inbetriebnahme, Instandhaltung und den Betrieb von elektrotechnischen Anlagen und Systemen.",2,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,4700,Fremdsprachenkenntnisse sind wegen der Bedeutung von Exkursionen und Forschungsreisen in fremde Länder oder Erdteile unentbehrlich.,3,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,6641,"Bibliothekswesen, Dokumentation und Publizistik rechnen damit zu den Fachrichtungen mit zahlenmäßig geringem Gewicht.",3,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_711,"Außerdem habe er allgemein dazu [] geführt, die Bezahlung von Journalisten zu verbessern.",2,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,3528,Sein Tätigkeitsfeld liegt heute vorwiegend auf dem Gebiet der Wirtschaftswerbung.,2,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,19761,Dauer von sechs Wochen bis zu drei Monaten.,1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_948,"Die Geschichte der Europäischen Union ist durch ein Geflecht konkurrierender Motive und Entwicklungstendenzen charakterisiert, die zu unterschiedlichen Zeitpunkten jeweils richtungsgebend auf die Entwicklung der Gemeinschaft eingewirkt haben.",2,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,2596,Das Studium der Leibeserziehung und des Sports ist ausschließlich auf die spätere Tätigkeit als Turn- und Sportlehrer ausgerichtet.,1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_165,Die am Geldautomaten akzeptierten Karten sind in der Regel auch im bargeldlosen Electronic Cash einsetzbar und es kann per PIN oder PUK-Verfahren an einem POS-Terminal bezahlt werden.,1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_587,"Der Berg ist der Wasserscheidepunkt an dessen Flanken sich die Einzugsgebiete des Pazifischen Ozeans, des Atlantischen Ozeans über den Golf von Mexiko und des Arktischen Ozeans über die Hudson Bay berühren.",2,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,20055,"Sonder-gebiete sind der Bau von Fischereifahrzeugen und die sogenannte Meerestechnik (Plattformen und Offshore-Anlagen, Geräte für die Tiefseeforschung).",1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,18012,Je nach schulischer/beruflicher Vorbildung meist mehrwöchiges Vorpraktikum z.B. in Kirchengemeinden oder sozialen und diakonischen Einrichtungen.,2,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,2428,"Volksschullehrer können die Befähigung für das Lehramt an Realschulen erwerben, wenn Sie die zweite Prüfung für das Lehramt an Volksschulen bestanden haben.",1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,15422,Informatik in den Geistes- und Sozialwissenschaften.,1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_943,Auch in der Gemeinsamen Außen- und Sicherheitspolitik hat es gemäß Art. 36 EUV kaum Mitspracherechte.,1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,20612,"Die Möglichkeit, Geschichtswissenschaften zu studieren, besteht nur an Universitäten.",1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,723,Die Berufsaussichten sind recht gut.,1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,16513,"Sie finden in der Lebensmittel- oder Kosmetikindustrie interessante Aufgaben, bei Planungs- bzw. Beratungsfirmen aber auch in den Bereichen Umweltschutz und Entsorgung.",3,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,18504,"Das Lehramtsstudium enthält i.d.R. auch das Studium eines Zweitfaches oder von Nebenfächern, ferner künstlerisch-praktische, musikwissenschaftliche, pädagogische und fachdidaktische Veranstaltungen.",2,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,538,Die Physik der Planeten gehört heute weitgehend zum Arbeitsgebiet des Geophysikers.,1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,5477,Die Kernenergie gewinnt neben den herkömmlichen fossilen Energieträgern an Bedeutung.,3,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,16827,In den meisten Ländern können Kinder mit Behinderungen an allgemein bildenden Schulen unterrichtet werden - mit sonderpädagogischer Unterstützung.,1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,1778,Studienabschlüsse: Das Studium endet mit der Hauptprüfung zum Diplomingenieur.,1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,21580,Je nach Hochschule gibt es unterschiedliche fachliche Ausrichtungen oder Spezialisierungen.,2,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,12139,"Enge Beziehungen bestehen bei allen erwähnten Gebieten zu Verfahrenstechnik (6.66), Maschinenbau (6.31) und Produktionstechnik (6.45).",2,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,16060,Schwierig war offenbar der Übergang der Architekturabsolventinnen und -absolventen in das Beschäftigungssystem: etwa jede/r vierte Arbeitslose mit universitärem Abschluss und jede/r dritte Arbeitslose mit FH-Abschluss war 2005 unter 35 Jahren.,2,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,2004,Die Vermittlung konstruktiver und fertigungstechnischer Kenntnisse ist deshalb besonders wichtig.,1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_803,"Nach Erlangung der Unabhängigkeit traten die meisten ehemaligen Kolonien dem Commonwealth of Nations bei, einer losen Verbindung souveräner Staaten.",1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_405,"Nach einer Zusammenfassung der britischen Royal Society weist das Oberflächenwasser der Meere heute bis in eine Tiefe von 50 m typischerweise pH-Werte zwischen 7,9 und 8,25 auf, mit einem Durchschnittswert von 8,08.",1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_780,Nach mehreren Kriegen im 17. und 18. Jahrhundert gegen Frankreich und die Niederlande etablierte sich England (nach dem Act of Union 1707 mit Schottland das Königreich Großbritannien) als führende Kolonialmacht in Amerika und Indien.,3,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_616,"Gegenüber Aufschlüssen proterozoischen Gesteins in anderen Teilen der Erde ist die geringe Störung hervorzuheben: Im Glacier-Waterton-Gebiet haben sich Details der Sedimentation wie millimetergenaue Schichtung, Rippelmarken, Abdrücke von Salzablagerungen, Oolithe, Ton-Brekzien und andere Formen erhalten.",3,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_278,Das Messer wurde unter Verwendung von Öl auf einem Stein geschärft und nach dem Gebrauch in einem Kästchen aufbewahrt.,3,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_383,Als Folge der Erderwärmung erhöht sich der Meeresspiegel.,1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,5775,Für das Aufbaustudium im Anschluß an ein einschlägiges Fachstudium gilt Entsprechendes.,1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_849,Eine Hochbegabung war in seiner Jugend nicht abzusehen.,3,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_643,"Die wohl älteste Form des Recyclings ist die traditionelle Düngemittelnutzung von pflanzlichen und tierischen Abfällen, insbesondere Ernte­resten, Mist und Gülle, in der Landwirtschaft, die wohl so alt ist wie diese selbst.",2,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,16048,Ingenieure und Ingenieurinnen der Elektro- und Informationstechnik findet man in nahezu allen Branchen und in vielfältigen Funktionen und Tätigkeiten.,5,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_461,In den meisten Regionen der Welt steigen die Temperaturen hauptsächlich infolge des menschlichen Ausstoßes von Treibhausgasen an.,2,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_21,In der Schwerelosigkeit überleben Seifenblasen mit etwa einer Minute doppelt so lang wie auf der Erde.,1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_48,Im antiken Griechenland und bei den Römern hatte die Badekultur einen sehr hohen Stellenwert.,1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,4808,"Im technischen Bereich ist der Architekt vielfach auf die Zusammenarbeit mit dem Bauingenieur (vgl. 6.2 Bauingenieurwesen) angewiesen, vor allem bei größeren und technisch aufwendigen Bauten, regelmäßig sogar im Verkehr mit Behörden und Baufirmen.",3,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,4629,"Ihnen obliegt vor allem der Verkehr mit den Autoren, die Beurteilung und Bearbeitung von Manuskripten oder die Mitarbeit bei der Herausgabe von Nachschlagewerken aller Art (Lexika, Enzyklopädien, Tabellenwerke).",3,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,5061,Ihre Tätigkeit berührt damit ebenso die des Pfarrers (6.58 und 6.59) wie die eines Sozialpädagogen (6.52) oder Heilpädagogen.,1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_280,In Pompeji gefundene Exemplare von frühen Klapp-Rasiermessern mit 12 Zentimeter langen trapezförmigen Klingen und Griffen aus Elfenbein gehörten als Luxusobjekte zum Hausstand höherer Schichten.,3,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_929,"Demzufolge wird das Parlament gemeinsam mit dem Rat als Gesetzgeber tätig, übt gemeinsam mit ihm die Haushaltsbefugnisse aus und nimmt die politische Kontrolle wahr.",5,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_290,"Unter der Vereinbarkeit von Familie und Beruf versteht man seit dem 20. Jahrhundert die Möglichkeit Erwachsener im arbeitsfähigen Alter, sich zugleich Beruf und Karriere einerseits und dem Leben in der Familie und der Betreuung von Kindern und pflegebedürftigen Personen andererseits zu widmen, unter Berücksichtigung der Schwierigkeiten, die dabei auftreten können.",3,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,4708,Mitzunehmender Verbreitung und Beherrschung fremder Sprachen durch die Mehrzahl der Akademiker gehen die Verwendungsmöglichkeiten des reinen Sprachmittlers allerdings eher zurück.,2,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_595,Auf kanadischer Seite grenzt neben dem Waterton-Lakes-Nationalpark in der Provinz Alberta auch der Akamina-Kishinena Provincial Park der Provinz British Columbia an den Glacier-Nationalpark.,1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,21070,"Auch im Vertrieb der Zulieferindustrien werden Gartenbauingenieure/innen beschäftigt, z.B. bei Herstellern von Pflanzenschutz- und Düngemitteln, gartenbaulichen Spezialmaschinen und -geräten.",1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,9883,An einigen Fachhochschulen wird im Bereich der BWL auch der stark praxisorientierte Studiengang Touristik (auch Fremdenverkehr o.ä.) angeboten.,1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,21850,"Darüber hinaus haben sich teils einzelne Disziplinen entwickelt, z.B. Ägyptologie, Assyriologie oder Byzantinistik (Geschichte und Kultur des Oströmischen Reiches), teils wurden Inhalte auch einzelnen Fachwissenschaften zugeordnet (Kirchen- und Religionsgeschichte, Literatur- und Kunstgeschichte etc.).",2,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,18967,"Für die künstlerischen Therapiestudiengänge braucht man außer dem Schulabschluss entsprechende Eignungsnachweise, z.B. eine bestandene Aufnahmeprüfung.",2,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_216,"Verwendung finden Würfel in Rollenspielen, bei denen sich in den letzten Jahrzehnten die Verwendung einer Vielzahl weiterer Würfel mit anderen Seitenzahlen durchgesetzt hat, um die Zufallsentscheidungen flexibler und vielfältiger zu gestalten.",3,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,21035,Hochschulen in Deutschland sind in staatlicher Hand.,1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_364,In mehreren tausend Jahren könnte es hier eine neue Landverbindung zwischen Schweden und Finnland geben.,1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,9976,"Dieses Studium bereitet vor allem auf den Unterricht im beruflichen Schulwesen (6.73.5) vor, daneben auch an allgemeinbildenden Schulen.",4,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_738,Das Komitee ist in seiner Entscheidung vollkommen unabhängig von äußeren Einflüssen.,1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,7709,Auch in der Metallkunde (6.34) spielt die Physik eine hervorragende Rolle.,1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_322,Mit zunehmender Chancengleichheit für beide Geschlechter wünschen und erwarten auch Frauen zunehmend finanzielle und berufliche Unabhängigkeit.,1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_676,David Lloyd George holte ihn aber schon 1916 ins Kriegskabinett zurück.,2,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,20287,Mit ihm ist auch eine erste Entscheidung für das spätere berufliche Einsatzgebiet verbunden.,1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_839,"Auf den Grabsteinen des Buchauer jüdischen Friedhofs sind noch heute die Namen vieler Verwandter Einsteins zu finden; so unter anderem auch der des letzten Juden Buchaus, Siegbert Einstein, eines Großneffen des Physikers, der das KZ Theresienstadt überlebt hatte und nach dem Zweiten Weltkrieg zeitweise zweiter Bürgermeister der Stadt Buchau war.",1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,12700,Diese Ausbildung soll ebenfalls eine Alternative zum Hochschulstudium eröffnen.,1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_234,"Wenn man von diesen Abweichungen absieht, dann ist Idealität eine Eigenschaft des Bauplans des Würfels, also unter anderem seiner geometrischen Form.",3,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_279,Laut Plinius dem Älteren wurden Spinnweben zur Versorgung von Schnitten im Gesicht verwendet.,1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,21081,"Nach der ärztlichen Approbation gibt es vielfältige Möglichkeiten der fach-ärztlichen Weiterbildung, die auf der Grundlage der Weiterbildungsordnungen der Landesärztekammern erfolgen.",3,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_586,Auf dem Hauptkamm verläuft die Kontinentale Wasserscheide und im Glacier-Nationalpark liegt der Triple Divide Peak mit einer Höhe von 2433 m.,1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_511,"Nachdem das erste Wasser kondensiert war, entstand allmählich der Wasserkreislauf und damit die Hydrosphäre.",1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_590,"Im Osten grenzt der Park an das Indianerreservat der Blackfoot-Indianer mit dem markanten Chief Mountain auf der Grenze, im Norden an Kanada.",2,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_284,"Zur Rasur teilten sich die Mönche in Paare auf, bei denen jeweils ein Mönch das Rasiermesser und der andere eine Schüssel mit Wasser hielt.",1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,3252,Verwandt ist das Studium der Nahrungsmitteltechnologie (siehe 6.44).,3,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,72,"Beschäftigungsmöglichkeiten bieten sich außerdem u. a. bei Luftfahrtgesellschaften, privaten und öffentlichen Forschungsanstalten, öffentliche Verwaltung, Bundeswehr, an Fachhoch- und Hochschulen.",1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_868,"Über die Parlamentarisierung hinausgehende, von rätedemokratischen Ideen geleitete Ziele des linken Flügels der Revolutionäre scheiterten am Widerstand der SPD-Führung.",3,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,16774,"Im Einzelnen handelt es sich um Journalistik (Hauptfach-, Nebenfach-, Schwerpunktstudiengänge), um Publizistik und um Kommunikations- und Medienwissenschaft.",2,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,2148,Später kommen Fächer aus der einzelsprachlichen und angewandten Linguistik entsprechend der gewählten Sprache hinzu.,3,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,16217,Ihr Berufseinstieg erfolgt jedoch häufig auf der Basis von Honorar- oder Werkverträgen oder im Rahmen befristeter Projektarbeit mit ungesicherten Perspektiven.,1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_399,"Weil diese Arten oft die Basis der Nahrungsketten in den Ozeanen bilden, können sich daraus weitere schwerwiegende Konsequenzen für die zahlreichen von ihnen abhängigen Meeresbewohner und in der Folge auch für die auf diese angewiesenen Menschen ergeben.",3,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_591,"Der höchste Punkt des Parks ist der Mount Cleveland mit 3190 m im Norden, der tiefste Punkt liegt mit 960 m am Zusammenfluss von North Fork und Middle Fork des Flathead nahe dem Westeingang des Parks mit dem Hauptquartier der Verwaltung.",1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_172,Die Rückverwandlung in hörbare Schallsignale kann rein mechanisch über eine Membran und einen Schalltrichter oder  bei heute üblichen Plattenspielern  auf elektromechanischem Weg mit anschließender elektronischer Verstärkung erfolgen.,2,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,2756,Diese Fächer werden meist schon im ersten Abschnitt der Vorprüfung geprüft.,1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,16126,Nichtärztliche Therapeuten und Therapeutinnen behandeln in der Regel auf ärztliche Verordnung selbstständig Kranke und Behinderte mit den Methoden ihres jeweiligen Fachgebiets.,3,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,21030,Im Rahmen des Studiums sind bis zu drei Praktika obligatorisch.,2,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,4338,Trotz eines Anstiegs des Frauenanteils von 5 % (1961) auf 9 % (1970) liegt dieser immer noch unter dem durchschnittlichen Anteil der Frauen an allen erwerbstätigen Hochschulabsolventen.,3,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_506,"Das Klima in dieser Zeit war daher nicht nur heiß, sondern auch sehr trocken.",1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_485,Zuverlässige und instrumentell ermittelte Temperatur- und Klimadaten stehen auf breiterer Basis erst seit der zweiten Hälfte des 19. Jahrhunderts zur Verfügung.,3,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,20109,Das Studium der Sozialwissenschaften für das Lehramt (siehe Kapitel 4.9) in Sozialkunde ist stärker politikwissenschaftlich als soziologisch orientiert.,2,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,19592,An einigen Hochschulen kann in Kooperation mit ausländischen Partnerhochschulen ein Doppelabschluss erworben werden.,1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,7713,"Dies gilt auch für den Beruf des Psychotherapeuten, der nur noch selten über ein Medizinstudium (6.33) angestrebt wird.",1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_84,Bei Abfahrten werden teilweise Geschwindigkeiten über 100 km/h erreicht.,1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_864,"Gegen diesen Plan richtete sich die Meuterei einiger Schiffsbesatzungen, die in den Kieler Matrosenaufstand mündete.",2,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,18571,Gegenstand der Sozialpsychologie sind die vielfältigen Bedingungen und Wirkungen für das soziale Verhalten und die Interaktionen zwischen Individuen und Gruppen.,2,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_363,Hier wird die Fahrrinne für rund 170 Mio. Euro tiefer gebaggert; im gegenüberliegenden finnischen Vaasa liegt ein früherer Hafen heute zehn Kilometer im Landesinneren.,4,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,13177,Fachpraktikum sind an Grund- und Hauptschulen abzuleisten.,1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_809,Die Kriegserklärung Großbritanniens und seiner Alliierten an das Deutsche Reich zu Beginn des Ersten Weltkriegs zog auch die Kolonien und Dominions in den Konflikt hinein.,1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_276,"Auch im späteren Römischen Reich, insbesondere von der Regierung Hadrians bis zu den späten Severern und von der Herrschaft des Gallienus bis zur Römischen Tetrarchie, war das Rasieren eine selten geübte Praxis.",1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,688,Das Grundstudium ist für Studierende im Haupt- und Nebenfach gleich.,1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,11304,Die Konkurrenz unter den Musikern und Musiklehrern um die Arbeitsplätze ist groß.,1,male,16,german_and_another_language,2,2,2,college,academic,STEM
23,TC_966,"Die Schweiz und Norwegen (nach neuerlichem Negativvotum der Bürger) blieben außen vor, sodass die Europäische Union nun 15 Mitglieder umfasste.",1,male,16,german_and_another_language,2,2,2,college,academic,STEM
24,20575,Höchste Bedeutung haben auch ökologische Gesichtspunkte wie eine nachhaltige Energienutzung und Umweltschutz.,1,male,16,german_and_another_language,2,1,2,college,academic,STEM
24,TC_591,"Der höchste Punkt des Parks ist der Mount Cleveland mit 3190 m im Norden, der tiefste Punkt liegt mit 960 m am Zusammenfluss von North Fork und Middle Fork des Flathead nahe dem Westeingang des Parks mit dem Hauptquartier der Verwaltung.",1,male,16,german_and_another_language,2,1,2,college,academic,STEM
24,TC_172,Die Rückverwandlung in hörbare Schallsignale kann rein mechanisch über eine Membran und einen Schalltrichter oder  bei heute üblichen Plattenspielern  auf elektromechanischem Weg mit anschließender elektronischer Verstärkung erfolgen.,2,male,16,german_and_another_language,2,1,2,college,academic,STEM
24,TC_363,Hier wird die Fahrrinne für rund 170 Mio. Euro tiefer gebaggert; im gegenüberliegenden finnischen Vaasa liegt ein früherer Hafen heute zehn Kilometer im Landesinneren.,2,male,16,german_and_another_language,2,1,2,college,academic,STEM
24,TC_327,"Dies bezieht sich auf die spätere Altersrente, aber auch auf Fälle von Arbeitslosigkeit, Arbeitsunfähigkeit oder Trennung, denn bei Erwerbstätigkeit beider Partner besteht eine geringere Abhängigkeit von staatlicher Unterstützung oder Unterhaltszahlungen.",3,male,16,german_and_another_language,2,1,2,college,academic,STEM
24,TC_399,"Weil diese Arten oft die Basis der Nahrungsketten in den Ozeanen bilden, können sich daraus weitere schwerwiegende Konsequenzen für die zahlreichen von ihnen abhängigen Meeresbewohner und in der Folge auch für die auf diese angewiesenen Menschen ergeben.",1,male,16,german_and_another_language,2,1,2,college,academic,STEM
24,16217,Ihr Berufseinstieg erfolgt jedoch häufig auf der Basis von Honorar- oder Werkverträgen oder im Rahmen befristeter Projektarbeit mit ungesicherten Perspektiven.,1,male,16,german_and_another_language,2,1,2,college,academic,STEM
24,12357,Der Frauenanteil liegt mit 11 % deutlich unter dem Durchschnitt.,1,male,16,german_and_another_language,2,1,2,college,academic,STEM
24,7451,Die Absolventen haben sich auf dem Arbeitsmarkt noch nicht voll durchgesetzt.,1,male,16,german_and_another_language,2,1,2,college,academic,STEM
24,TC_87,Der allgemeine Stundenweltrekord für ausschließlich mit eigener Muskelkraft betriebene Fahrzeuge liegt deutlich über dem Rekord mit einem klassischen Rennrad.,1,male,16,german_and_another_language,2,1,2,college,academic,STEM
24,TC_843,"Die Familie zog kurz nach der Geburt Alberts 1880 nach München, wo sein Vater und sein Onkel im Oktober 1880 einen kleinen Betrieb zur Gas- und Wasserinstallation gründeten.",2,male,16,german_and_another_language,2,1,2,college,academic,STEM
24,TC_673,Nach seinem 1904 erfolgten Wechsel von den Konservativen zu den Liberalen übernahm er nacheinander verschiedene Regierungsämter.,2,male,16,german_and_another_language,2,1,2,college,academic,STEM
24,19761,Dauer von sechs Wochen bis zu drei Monaten.,1,male,16,german_and_another_language,2,1,2,college,academic,STEM
24,214,"Ebenso wie die Physik ist die Mathematik heute aus den modernen Technologien nicht mehr wegzudenken, sie gewinnt in dem Maße an Relevanz für alle Naturwissenschaften, wie diese von qualitativen zu quantitativen Aussagen übergehen.",2,male,16,german_and_another_language,2,1,2,college,academic,STEM
24,1863,"Studienabschlüsse: Da sich die Haushalts- und Ernährungswissenschaften erst in jüngerer Zeit aus verschiedenen Bereichen heraus zu selbständigen Studiengängen entwickelt haben, sind auch die Abschlüsse an den einzelnen Hochschulen noch unterschiedlich.",2,male,16,german_and_another_language,2,1,2,college,academic,STEM
24,TC_852,"Seine Leistungen waren gut bis sehr gut, weniger gut in den Sprachen, aber herausragend in den Naturwissenschaften.",1,male,16,german_and_another_language,2,1,2,college,academic,STEM
24,11304,Die Konkurrenz unter den Musikern und Musiklehrern um die Arbeitsplätze ist groß.,1,male,16,german_and_another_language,2,1,2,college,academic,STEM
24,21030,Im Rahmen des Studiums sind bis zu drei Praktika obligatorisch.,1,male,16,german_and_another_language,2,1,2,college,academic,STEM
24,5736,Die Wirtschaftswissenschaften rechnen damit zu den Fachrichtungen mit zahlenmäßig hohem Gewicht.,1,male,16,german_and_another_language,2,1,2,college,academic,STEM
24,14845,"Je nach gewähltem Studienschwerpunkt werden sie insbesondere im Steuer- und Rechnungswesen, im Personal- und Organisationsbereich, im Marketing, Controlling und in der Unternehmensführung eingesetzt.",2,male,16,german_and_another_language,2,1,2,college,academic,STEM
24,TC_864,"Gegen diesen Plan richtete sich die Meuterei einiger Schiffsbesatzungen, die in den Kieler Matrosenaufstand mündete.",1,male,16,german_and_another_language,2,1,2,college,academic,STEM
24,18504,"Das Lehramtsstudium enthält i.d.R. auch das Studium eines Zweitfaches oder von Nebenfächern, ferner künstlerisch-praktische, musikwissenschaftliche, pädagogische und fachdidaktische Veranstaltungen.",2,male,16,german_and_another_language,2,1,2,college,academic,STEM
24,TC_706,1898 nahm er als Leutnant freiwillig am Feldzug zur Niederschlagung des Mahdi-Aufstandes im Sudan teil.,1,male,16,german_and_another_language,2,1,2,college,academic,STEM
24,1904,"An Universitäten oder Technischen Hochschulen, auch an Kunsthochschulen, wird Innenarchitektur nur als Einzelfach oder Studienschwerpunkt angeboten.",1,male,16,german_and_another_language,2,1,2,college,academic,STEM
24,TC_598,"Die größeren Seen des Parks sind der Lake McDonald, der Two Medicine Lake, St. Mary Lake, der Lake Sherburne und der Südteil des grenzüberschreitenden Upper Waterton Lake.",2,male,16,german_and_another_language,2,1,2,college,academic,STEM
24,20634,Bei Fachhochschulstudiengängen ist meist ein ganzes Praxissemester integriert.,1,male,16,german_and_another_language,2,1,2,college,academic,STEM
24,TC_293,"Eine Balance zwischen verschiedenen Lebensbereichen zu ermöglichen, gilt als eine wichtige gesellschaftspolitische Herausforderung, als ein betrieblich relevantes Thema bezüglich Wirtschaftlichkeit und Organisationskultur sowie als ein sozial, kulturell und pädagogisch bedeutsames Thema bezüglich der Gestaltung von Familienkultur.",3,male,16,german_and_another_language,2,1,2,college,academic,STEM
24,16094,Die HJS steht Bewerbern und Bewerberinnen unabhängig von ihrer Religionszugehörigkeit offen.,1,male,16,german_and_another_language,2,1,2,college,academic,STEM
24,TC_949,"Bezeichnend ist daher die Umsetzung des Möglichen und Machbaren in der jeweils gegebenen zeitgeschichtlichen Lage, nicht die geradlinige Verwirklichung einer genau umrissenen Planung.",2,male,16,german_and_another_language,2,1,2,college,academic,STEM
24,TC_58,Häufig enthielten sie nur ein Waschbecken in Hüfthöhe.,1,male,16,german_and_another_language,2,1,2,college,academic,STEM
24,2428,"Volksschullehrer können die Befähigung für das Lehramt an Realschulen erwerben, wenn Sie die zweite Prüfung für das Lehramt an Volksschulen bestanden haben.",1,male,16,german_and_another_language,2,1,2,college,academic,STEM
